Incident ID,State,City Or County,Address,# Killed,# Injured,Date,Year,Latitude,Longitude
1371024,California,Vallejo,100 block of Princeton Ave,1,3,April 14, 2019,38.104088,-122.256638
1374920,California,Moreno Valley,23500 block of Alessandro Blvd,0,4,April 13, 2019,33.942467,-117.229675
1370269,Illinois,Carbondale,119 N Washington St,0,4,April 12, 2019,37.701206,-89.22821
1369148,Arizona,Phoenix,7112 W Minnezona Ave,3,2,April 11, 2019,33.448376,-112.074036
1354049,Arizona,Phoenix,2202 W McDowell Rd,0,7,March 24, 2019,33.448376,-112.074036
1350494,Arizona,Phoenix,8526 N 27th Ave,2,4,March 19, 2019,33.448376,-112.074036
1299680,Arizona,Phoenix,2445 E Van Buren St,1,5,January 13, 2019,33.448376,-112.074036
1364443,Florida,Tallahassee,500 block of Kissimmee St,0,4,April 6, 2019,30.455,-84.253334
1289618,Florida,Tallahassee,2020 W Pensacola St,0,5,January 1, 2019,30.455,-84.253334
1359599,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7,March 31, 2019,32.854622,-79.974808
1355275,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5,March 25, 2019,36.201946,-115.120216
1348844,Georgia,Augusta,900 block of Broad St,0,4,March 17, 2019,33.466667,-81.966667
1348793,Nevada,Las Vegas,600 E Fremont St,0,4,March 17, 2019,36.114647,-115.172813
1338790,Arkansas,Pine Bluff,723 East 25th Ave,1,4,March 2, 2019,34.2244,-92.019211
1329144,Texas,Henderson,504 S Van Buren St,2,2,February 17, 2019,36.039524,-114.98172
1328562,Mississippi,Clinton,1214 Foxhill Dr,5,0,February 16, 2019,38.768005,-76.897087
1323448,Virginia,Petersburg,109 Perry St,0,4,February 9, 2019,37.227928,-77.401924
1320286,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,February 3, 2019,33.830517,-116.545601
1312391,Georgia,Albany,300 block of W Roosevelt,0,4,January 26, 2019,44.636513,-123.105927
1305563,Pennsylvania,Lebanon,1140 Church St,0,4,January 19, 2019,40.052059,-86.470642
1303303,California,Palmdale,Ranch Center Dr and 40th St W,3,1,January 16, 2019,34.579449,-118.109291
1295294,New Mexico,Roswell,1300 block of W College Blvd,0,4,January 6, 2019,34.022003,-84.361549
1293054,California,Torrance,22501 Hawthorne Blvd,3,4,January 4, 2019,33.840763,-118.345413
1292941,Arizona,Yuma,3800 block of E County 18½ St,1,3,January 3, 2019,32.698437,-114.650398
1291779,Arkansas,Jonesboro,3516 Galaxy St,1,3,January 2, 2019,35.835575,-90.705025
