Incident ID,State,City Or County,Address,# Killed,# Injured,Date,Year,Latitude,Longitude
2125227,California,Riverside,6000 Block of Mariposa Ave,0,6,September 25, 2021,33.95335,-117.396156
2124396,South Carolina,Aiken,749 Silver Bluff Rd,4,1,September 24, 2021,33.566574,-81.719398
2124887,California,Los Angeles,11600 block of Willowbrook Ave,0,4,September 24, 2021,34.052235,-118.243683
2101199,California,Los Angeles,8400 block of Fountain Ave,0,4,August 27, 2021,34.052235,-118.243683
2094035,California,Los Angeles,W Jefferson Blvd and Culver Blvd,0,4,August 18, 2021,34.052235,-118.243683
2058421,California,Los Angeles,7114 W Manchester Ave,0,4,July 9, 2021,34.052235,-118.243683
1999909,California,Los Angeles,6112 W Afton Pl,1,3,May 9, 2021,34.052235,-118.243683
2123301,Pennsylvania,Philadelphia,38th St and Aspen St,0,4,September 23, 2021,39.952583,-75.165222
2120940,Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5,September 20, 2021,39.952583,-75.165222
2095087,Pennsylvania,Philadelphia,5100 block of Germantown Ave,1,4,August 19, 2021,39.952583,-75.165222
2088659,Pennsylvania,Philadelphia,5500 Rising Sun Ave,1,4,August 11, 2021,39.952583,-75.165222
2082957,Pennsylvania,Philadelphia,3653 Germantown Ave,0,4,August 4, 2021,39.952583,-75.165222
2065009,Pennsylvania,Philadelphia,2700 block of Ruby Terr,1,4,July 16, 2021,39.952583,-75.165222
2059404,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6,July 10, 2021,39.952583,-75.165222
2051190,Pennsylvania,Philadelphia,7700 block of Ogontz Ave,1,4,July 2, 2021,39.952583,-75.165222
2004413,Pennsylvania,Philadelphia,5600 block of Market St,0,4,May 14, 2021,39.952583,-75.165222
2002269,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3,May 12, 2021,39.952583,-75.165222
1999417,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,May 9, 2021,39.952583,-75.165222
1993664,Pennsylvania,Philadelphia,5200 block of Burton St,1,3,May 2, 2021,39.952583,-75.165222
1962507,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,March 26, 2021,39.952583,-75.165222
1957252,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,March 20, 2021,39.952583,-75.165222
1950471,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,March 11, 2021,39.952583,-75.165222
1931288,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,February 17, 2021,39.952583,-75.165222
1903058,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,January 15, 2021,39.952583,-75.165222
2122565,North Carolina,Fayetteville,1100 block of Charlie Dr,2,2,September 22, 2021,36.082157,-94.171852
1945999,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,March 6, 2021,36.082157,-94.171852
2119701,Florida,Miami,14900 block of Pierce St,0,4,September 19, 2021,25.761681,-80.191788
2018931,Florida,Miami,2022 NW 1st Ct,1,6,May 28, 2021,25.761681,-80.191788
1990600,Florida,Miami,2100 block of NW 85th St,0,5,April 28, 2021,25.761681,-80.191788
1899819,Florida,Miami,2491 NE 58th St,0,4,January 11, 2021,25.761681,-80.191788
1893754,Florida,Miami,3632 NW 25th Ave,0,6,January 3, 2021,25.761681,-80.191788
1893744,Florida,Miami,10525 NW 24th Ave,0,8,January 3, 2021,25.761681,-80.191788
2119745,Texas,Dallas,100 block of N Malcolm X Blvd,2,4,September 19, 2021,32.779167,-96.808891
2053346,Texas,Dallas,8200 block of Towns St,3,3,July 4, 2021,32.779167,-96.808891
2053365,Texas,Dallas,3700 Dixon Ave,0,5,July 4, 2021,32.779167,-96.808891
2040374,Texas,Dallas,4619 E. R L Thornton Freeway,0,8,June 20, 2021,32.779167,-96.808891
2032282,Texas,Dallas,378 N Jim Miller Rd,0,5,June 11, 2021,32.779167,-96.808891
1957226,Texas,Dallas,10333 Technology Blvd,1,7,March 20, 2021,32.779167,-96.808891
2119736,California,Oakland,300 block of 17th St,1,3,September 19, 2021,37.804363,-122.271111
2039964,California,Oakland,2200 block of Lakeshore Ave,1,7,June 19, 2021,37.804363,-122.271111
2027375,California,Oakland,5100 block of Ygnacio Ave,0,5,June 6, 2021,37.804363,-122.271111
2007722,California,Oakland,I-580 and Seminary Ave,2,5,May 18, 2021,37.804363,-122.271111
1998693,California,Oakland,1440 block of Lakeshore Ave,0,4,May 8, 2021,37.804363,-122.271111
1928149,California,Oakland,1000 block of Washington St,0,6,February 13, 2021,37.804363,-122.271111
1908542,California,Oakland,107th Ave and Apricot St,1,3,January 21, 2021,37.804363,-122.271111
2119609,Illinois,Chicago,900 block of N Massasoit Ave,0,5,September 19, 2021,41.881832,-87.623177
2113841,Illinois,Chicago,300 block of E Kensington Ave,1,5,September 11, 2021,41.881832,-87.623177
2113623,Illinois,Chicago,900 block of E 79th St,1,3,September 11, 2021,41.881832,-87.623177
2107476,Illinois,Chicago,1400 block of S Tripp Ave,0,5,September 4, 2021,41.881832,-87.623177
2102694,Illinois,Chicago,2800 block of W 12th Pl,0,4,August 28, 2021,41.881832,-87.623177
2098246,Illinois,Chicago,W Wilson Ave and N Sheridan Rd,0,4,August 23, 2021,41.881832,-87.623177
2097075,Illinois,Chicago,3400 block of W Lake St,1,4,August 22, 2021,41.881832,-87.623177
2096687,Illinois,Chicago,3500 block of W Walnut St,0,4,August 21, 2021,41.881832,-87.623177
2097063,Illinois,Chicago,1600 block of E 87th Pl,1,5,August 21, 2021,41.881832,-87.623177
2095116,Illinois,Chicago,300 block of E 47th St,0,4,August 19, 2021,41.881832,-87.623177
2091489,Illinois,Chicago,1300 block of E 75th St,0,4,August 15, 2021,41.881832,-87.623177
2085401,Illinois,Chicago,8300 block of S Halsted St,1,4,August 8, 2021,41.881832,-87.623177
2085388,Illinois,Chicago,1800 block of W 87th St,1,6,August 8, 2021,41.881832,-87.623177
2085071,Illinois,Chicago,211 S Maplewood Ave,0,4,August 7, 2021,41.881832,-87.623177
2078897,Illinois,Chicago,1600 block of E Hayes Dr,1,3,July 31, 2021,41.881832,-87.623177
2073472,Illinois,Chicago,4800 block of W Race Ave,0,5,July 25, 2021,41.881832,-87.623177
2070329,Illinois,Chicago,1400 block of S Ridgeway Ave,0,5,July 21, 2021,41.881832,-87.623177
2070310,Illinois,Chicago,3300 block of W Douglas Blvd,2,3,July 21, 2021,41.881832,-87.623177
2070645,Illinois,Chicago,1647 N La Salle Dr,0,8,July 21, 2021,41.881832,-87.623177
2068061,Illinois,Chicago,3308 W Flournoy St,0,4,July 19, 2021,41.881832,-87.623177
2066189,Illinois,Chicago,5006 W Ohio St,0,6,July 17, 2021,41.881832,-87.623177
2065118,Illinois,Chicago,647 N Lockwood Ave,1,4,July 16, 2021,41.881832,-87.623177
2062097,Illinois,Chicago,4600 block of W Monroe St,0,5,July 14, 2021,41.881832,-87.623177
2062359,Illinois,Chicago,1533 W 79th St,0,5,July 14, 2021,41.881832,-87.623177
2053048,Illinois,Chicago,6108 S Wabash Ave,2,4,July 5, 2021,41.881832,-87.623177
2052346,Illinois,Chicago,1000 block of W 89th St,0,4,July 3, 2021,41.881832,-87.623177
2050593,Illinois,Chicago,6500 block of S Halsted St,0,7,July 1, 2021,41.881832,-87.623177
2049419,Illinois,Chicago,2200 block of S Millard Ave,0,4,June 30, 2021,41.881832,-87.623177
2046714,Illinois,Chicago,2000 block of E 71st St,1,5,June 27, 2021,41.881832,-87.623177
2046897,Illinois,Chicago,6300 block of South Artesian Ave,1,10,June 27, 2021,41.881832,-87.623177
2045579,Illinois,Chicago,6100 block of N McCormick Blvd,1,3,June 26, 2021,41.881832,-87.623177
2045564,Illinois,Chicago,7000 block of S Indiana Ave,0,4,June 25, 2021,41.881832,-87.623177
2043898,Illinois,Chicago,4900 block of W Hubbard St,0,4,June 23, 2021,41.881832,-87.623177
2043715,Illinois,Chicago,7000 block of S Vincennes Ave,0,4,June 23, 2021,41.881832,-87.623177
2036121,Illinois,Chicago,3800 block of W Monroe,0,5,June 15, 2021,41.881832,-87.623177
2035452,Illinois,Chicago,6221 S Morgan St,5,3,June 15, 2021,41.881832,-87.623177
2032203,Illinois,Chicago,7500 block of S Prairie Ave,1,9,June 12, 2021,41.881832,-87.623177
2026112,Illinois,Chicago,8900 block of S Cottage Grove Ave,0,8,June 6, 2021,41.881832,-87.623177
2020535,Illinois,Chicago,6718 S Stony Island Ave,0,4,May 30, 2021,41.881832,-87.623177
2015849,Illinois,Chicago,7200 block of S Princeton Ave,1,3,May 26, 2021,41.881832,-87.623177
2012971,Illinois,Chicago,3344 W Ohio St,0,4,May 23, 2021,41.881832,-87.623177
2004666,Illinois,Chicago,7800 block of S Loomis St,2,3,May 15, 2021,41.881832,-87.623177
1996236,Illinois,Chicago,6900 block of S Cornell Ave,0,4,May 5, 2021,41.881832,-87.623177
1993280,Illinois,Chicago,2100 block of W Adams St,0,5,May 2, 2021,41.881832,-87.623177
1978652,Illinois,Chicago,600 block of N Sawyer Ave,0,4,April 15, 2021,41.881832,-87.623177
1970378,Illinois,Chicago,6800 block of S Justine Ave,0,7,April 5, 2021,41.881832,-87.623177
1964085,Illinois,Chicago,I-57 and W 127th St,0,4,March 28, 2021,41.881832,-87.623177
1963052,Illinois,Chicago,500 block of N Leamington Ave,0,4,March 27, 2021,41.881832,-87.623177
1961753,Illinois,Chicago,2515 W 79th St,1,7,March 26, 2021,41.881832,-87.623177
1952662,Illinois,Chicago,2600 block of E 77th St,0,4,March 14, 2021,41.881832,-87.623177
1952281,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,March 14, 2021,41.881832,-87.623177
2119583,New York,Rochester,300 block of Driving Park Ave,2,2,September 19, 2021,44.016369,-92.475395
1917661,New York,Rochester,400 block of Lyell Avenue,1,3,February 1, 2021,44.016369,-92.475395
2118451,Georgia,Augusta,519 Broad St,0,4,September 17, 2021,33.466667,-81.966667
2003383,Georgia,Augusta,201 E Telfair St,2,2,May 13, 2021,33.466667,-81.966667
2116343,Maryland,Baltimore,1700 block of N Milton Ave,0,4,September 14, 2021,39.299236,-76.609383
2036635,Maryland,Baltimore,2100 block of West Lexington St,1,5,June 16, 2021,39.299236,-76.609383
2001137,Maryland,Baltimore,800 block of W Lexington St,0,4,May 11, 2021,39.299236,-76.609383
1993221,Maryland,Baltimore,1500 block of Washington Blvd,1,3,May 2, 2021,39.299236,-76.609383
1976538,Maryland,Baltimore,2300 block of Hoffman St,0,4,April 13, 2021,39.299236,-76.609383
1969065,Maryland,Baltimore,300 block of N Eutaw St,0,5,April 5, 2021,39.299236,-76.609383
2116205,Ohio,Cleveland,2747 Cedar Ave,0,6,September 14, 2021,35.159519,-84.87661
2081480,Ohio,Cleveland,3100 block of W 25th St,0,5,July 31, 2021,35.159519,-84.87661
2054233,Ohio,Cleveland,Kinsman Rd and E 139th St,0,4,July 4, 2021,35.159519,-84.87661
2032486,Ohio,Cleveland,8805 Buckeye Rd,3,4,June 12, 2021,35.159519,-84.87661
2027736,Ohio,Cleveland,4100 block of E 81st St,0,6,June 7, 2021,35.159519,-84.87661
